,index,specnum,c0_name,c0_start,c0_stop,c1_name,c1_start,c1_stop
391,6023,pp060b3-391,C2,555,580,C1,500,550
392,6037,pp063a5-392,C2,555,580,C1,500,550
393,6051,pp064b4-393,C2,555,580,C1,500,550
394,6065,pp065a4-394,C2,555,580,C1,500,550
395,6079,pp082b3-395,C2,555,580,C1,500,550
396,6093,pp100a2-396,C2,555,580,C1,500,550
397,6107,pp110b4-397,C2,555,580,C1,500,550
398,6121,pp120c3-398,C2,555,580,C1,500,550
399,6135,pp145b4-399,C2,555,580,C1,500,550
400,6149,pp147g1-400,C2,555,580,C1,500,550
401,6163,pp148f5-401,C2,555,580,C1,500,550
402,6176,pp149b5-402,C2,555,580,C1,500,550
403,6190,pp151b3-403,C2,555,580,C1,500,550
404,6204,pp152b4-404,C2,555,580,C1,500,550
405,6218,pp161c2-405,C2,555,580,C1,500,550
406,6232,pp163a4-406,C2,555,580,C1,500,550
407,6246,pp180b4-407,C2,555,580,C1,500,550
408,6260,pp182b2-408,C2,555,580,C1,500,550
409,6274,smc9902a3-409,C2,555,580,C1,500,550
410,6288,smc9902b4-410,C2,555,580,C1,500,550
411,6302,smc9902c5-411,C2,555,580,C1,500,550
412,6316,smc9902e4-412,C2,555,580,C1,500,550
413,6330,smc9902f3-413,C2,555,580,C1,500,550
414,6344,pp120b2-414,C2,555,580,C1,500,550
415,6358,pp120f2-415,C2,555,580,C1,500,550
416,6372,pp138b3-416,C2,555,580,C1,500,550
417,6386,pp138b5-417,C2,555,580,C1,500,550
418,6400,pp145a2-418,C2,555,580,C1,500,550
419,6414,pp145c1-419,C2,555,580,C1,500,550
420,6428,pp180d1-420,C2,555,580,C1,500,550
421,6442,smc9903f4-421,C2,555,580,C1,500,550
422,6456,smc9903g6-422,C2,555,580,C1,500,550
423,6471,smc9903i5-423,C2,555,580,C1,500,550
424,6485,smc9903j3-424,C2,555,580,C1,500,550
425,6498,smc9903k4-425,C2,555,580,C1,500,550
426,6512,smc9903m4-426,C2,555,580,C1,500,550
427,6526,smc9906a4-427,C2,555,580,C1,500,550
428,6540,smc9906b4-428,C2,555,580,C1,500,550
429,6554,smc9906c4-429,C2,555,580,C1,500,550
430,6568,smc9906d4-430,C2,555,580,C1,500,550
431,6582,smc9906e4-431,C2,555,580,C1,500,550
432,6596,smc9906g1-432,C2,555,580,C1,500,550
433,6610,smc9910c3-433,C2,555,580,C1,500,550
434,6624,smc9914a4-434,C2,555,580,C1,500,550
435,6638,smc9914b3-435,C2,555,580,C1,500,550
436,6652,smc9915b3-436,C2,555,580,C1,500,550
437,6666,smc9916h2-437,C2,555,580,C1,500,550
438,6680,pp043b3-438,C2,555,580,C1,500,550
439,6694,pp054b1-439,C2,555,580,C1,500,550
440,6708,pp055e2-440,C2,555,580,C1,500,550
441,6722,pp056b1-441,C2,555,580,C1,500,550
442,6736,pp063b4-442,C2,555,580,C1,500,550
443,6750,pp064b3-443,C2,555,580,C1,500,550
444,6764,pp065b3-444,C2,555,580,C1,500,550
445,6778,pp067d3-445,C2,555,580,C1,500,550
446,6792,pp068b4-446,C2,555,580,C1,500,550
447,6806,pp082b2-447,C2,555,580,C1,500,550
448,6820,pp100a1-448,C2,555,580,C1,500,550
449,6834,pp110a4-449,C2,555,580,C1,500,550
450,6848,pp120d3-450,C2,555,580,C1,500,550
451,6862,pp148e4-451,C2,555,580,C1,500,550
452,6876,pp153f1-452,C2,555,580,C1,500,550
453,6890,pp161c3-453,C2,555,580,C1,500,550
454,6904,pp163c3-454,C2,555,580,C1,500,550
455,6918,pp169b2-455,C2,555,580,C1,500,550
456,6932,smc9902f2-456,C2,555,580,C1,500,550
457,6946,smc9902g2-457,C2,555,580,C1,500,550
458,6960,smc9902h1-458,C2,555,580,C1,500,550
459,6974,smc9902j4-459,C2,555,580,C1,500,550
460,6988,smc9906a3-460,C2,555,580,C1,500,550
461,7002,smc9906a5-461,C2,555,580,C1,500,550
462,7016,smc9906d5-462,C2,555,580,C1,500,550
463,7030,smc9906e1-463,C2,555,580,C1,500,550
464,7044,smc9906f3-464,C2,555,580,C1,500,550
465,7058,smc9906g4-465,C2,555,580,C1,500,550
466,7072,smc9910c1-466,C2,555,580,C1,500,550
467,7086,smc9910d1-467,C2,555,580,C1,500,550
468,7100,pp043a2-468,C2,555,580,C1,500,550
469,7114,pp054a4-469,C2,555,580,C1,500,550
470,7128,pp055b2-470,C2,555,580,C1,500,550
471,7142,pp057a3-471,C2,555,580,C1,500,550
472,7156,pp058c1-472,C2,555,580,C1,500,550
473,7170,pp064b2-473,C2,555,580,C1,500,550
474,7184,pp065b1-474,C2,555,580,C1,500,550
475,7198,pp067d2-475,C2,555,580,C1,500,550
476,7212,pp068b1-476,C2,555,580,C1,500,550
477,7226,pp082b1-477,C2,555,580,C1,500,550
478,7240,pp100b1-478,C2,555,580,C1,500,550
479,7254,pp110b3-479,C2,555,580,C1,500,550
480,7268,pp120e3-480,C2,555,580,C1,500,550
481,7282,pp147g3-481,C2,555,580,C1,500,550
482,7296,pp149b4-482,C2,555,580,C1,500,550
483,7310,pp152b3-483,C2,555,580,C1,500,550
484,7324,pp153e3-484,C2,555,580,C1,500,550
485,7338,pp161b1-485,C2,555,580,C1,500,550
486,7352,pp163a5-486,C2,555,580,C1,500,550
487,7366,pp169c3-487,C2,555,580,C1,500,550
488,7380,pp182b1-488,C2,555,580,C1,500,550
489,7394,smc9902a4-489,C2,555,580,C1,500,550
490,7408,smc9902b5-490,C2,555,580,C1,500,550
491,7422,smc9902c6-491,C2,555,580,C1,500,550
492,7436,smc9902e3-492,C2,555,580,C1,500,550
493,7450,smc9903j1-493,C2,555,580,C1,500,550
494,7464,smc9903m3-494,C2,555,580,C1,500,550
495,7478,smc9906c1-495,C2,555,580,C1,500,550
496,7492,smc9916b4-496,C2,555,580,C1,500,550
497,7506,smc9916e3-497,C2,555,580,C1,500,550
498,7520,pp056a3-498,C2,555,580,C1,500,550
499,7534,pp058a4-499,C2,555,580,C1,500,550
500,7548,pp060a4-500,C2,555,580,C1,500,550
501,7562,pp064a4-501,C2,555,580,C1,500,550
502,7576,pp067b4-502,C2,555,580,C1,500,550
503,7590,pp068a4-503,C2,555,580,C1,500,550
504,7604,smc9902a2-504,C2,555,580,C1,500,550
505,7618,smc9902b2-505,C2,555,580,C1,500,550
506,7632,smc9902c2-506,C2,555,580,C1,500,550
507,7646,smc9902e2-507,C2,555,580,C1,500,550
508,7660,smc9902f1-508,C2,555,580,C1,500,550
509,7674,smc9902g1-509,C2,555,580,C1,500,550
510,7688,smc9902h2-510,C2,555,580,C1,500,550
511,7702,smc9902j2-511,C2,555,580,C1,500,550
512,7716,smc9903a2-512,C2,555,580,C1,500,550
513,7730,smc9903b1-513,C2,555,580,C1,500,550
514,7744,smc9903c1-514,C2,555,580,C1,500,550
515,7758,smc9903d1-515,C2,555,580,C1,500,550
516,7772,smc9903e2-516,C2,555,580,C1,500,550
517,7786,smc9903f1-517,C2,555,580,C1,500,550
518,7800,smc9903g1-518,C2,555,580,C1,500,550
519,7814,smc9903h1-519,C2,555,580,C1,500,550
520,7828,smc9903i1-520,C2,555,580,C1,500,550
521,7842,smc9903l1-521,C2,555,580,C1,500,550
522,7856,smc9903n2-522,C2,555,580,C1,500,550
523,7870,smc9906f2-523,C2,555,580,C1,500,550
524,7884,smc9910g2-524,C2,555,580,C1,500,550
525,7898,smc9914b2-525,C2,555,580,C1,500,550
526,7912,smc9915b2-526,C2,555,580,C1,500,550
527,7926,smc9916d2-527,C2,555,580,C1,500,550
528,7940,pp056b2-528,C2,555,580,C1,500,550
529,7953,pp057a4-529,C2,555,580,C1,500,550
530,7966,pp058b1-530,C2,555,580,C1,500,550
531,7979,pp060b2-531,C2,555,580,C1,500,550
532,7992,pp062a3-532,C2,555,580,C1,500,550
533,8005,pp063a2-533,C2,555,580,C1,500,550
534,8018,pp064b1-534,C2,555,580,C1,500,550
535,8031,pp065a3-535,C2,555,580,C1,500,550
536,8044,pp068b2-536,C2,555,580,C1,500,550
537,8057,pp069a3-537,C2,555,580,C1,500,550
538,8070,pp070b3-538,C2,555,580,C1,500,550
539,8083,pp074a2-539,C2,555,580,C1,500,550
540,8096,pp076a2-540,C2,555,580,C1,500,550
541,8109,pp082a2-541,C2,555,580,C1,500,550
542,8122,pp100b2-542,C2,555,580,C1,500,550
543,8135,pp102e2-543,C2,555,580,C1,500,550
544,8148,pp110a3-544,C2,555,580,C1,500,550
545,8161,pp116b2-545,C2,555,580,C1,500,550
546,8174,pp120c2-546,C2,555,580,C1,500,550
547,8187,pp126a4-547,C2,555,580,C1,500,550
548,8200,pp138a3-548,C2,555,580,C1,500,550
549,8213,pp140b1-549,C2,555,580,C1,500,550
550,8226,pp145c4-550,C2,555,580,C1,500,550
551,8239,pp147b3-551,C2,555,580,C1,500,550
552,8252,pp148f4-552,C2,555,580,C1,500,550
553,8265,pp149b3-553,C2,555,580,C1,500,550
554,8278,pp151a3-554,C2,555,580,C1,500,550
555,8291,pp152a4-555,C2,555,580,C1,500,550
556,8304,pp153d2-556,C2,555,580,C1,500,550
557,8317,pp154a3-557,C2,555,580,C1,500,550
558,8330,pp158a2-558,C2,555,580,C1,500,550
559,8344,pp159a2-559,C2,555,580,C1,500,550
560,8358,pp160a3-560,C2,555,580,C1,500,550
561,8372,pp161e1-561,C2,555,580,C1,500,550
562,8386,pp163b3-562,C2,555,580,C1,500,550
563,8400,pp164b3-563,C2,555,580,C1,500,550
564,8414,pp165b2-564,C2,555,580,C1,500,550
565,8428,pp166c1-565,C2,555,580,C1,500,550
566,8442,pp167a3-566,C2,555,580,C1,500,550
567,8456,pp168a3-567,C2,555,580,C1,500,550
568,8470,pp169a3-568,C2,555,580,C1,500,550
569,8484,pp170a2-569,C2,555,580,C1,500,550
570,8498,pp178c2-570,C2,555,580,C1,500,550
571,8512,pp181e2-571,C2,555,580,C1,500,550
572,8526,pp182b3-572,C2,555,580,C1,500,550
573,8540,pp186b2-573,C2,555,580,C1,500,550
574,8555,smc9903i4-574,C2,555,580,C1,500,550
575,8569,smc9903j2-575,C2,555,580,C1,500,550
576,8583,smc9903k3-576,C2,555,580,C1,500,550
577,8597,smc9903m1-577,C2,555,580,C1,500,550
578,8611,smc9906a2-578,C2,555,580,C1,500,550
579,8625,smc9906b3-579,C2,555,580,C1,500,550
580,8639,smc9906c2-580,C2,555,580,C1,500,550
581,8653,smc9906d2-581,C2,555,580,C1,500,550
582,8667,smc9906e2-582,C2,555,580,C1,500,550
583,8681,smc9906g2-583,C2,555,580,C1,500,550
584,8695,smc9906h2-584,C2,555,580,C1,500,550
585,8709,smc9910a2-585,C2,555,580,C1,500,550
586,8723,smc9910b3-586,C2,555,580,C1,500,550
587,8737,smc9910c2-587,C2,555,580,C1,500,550
588,8751,cm100b4-588,C2,555,580,C1,500,550
589,8763,cm102a4-589,C2,555,580,C1,500,550
590,8775,cm104a5-590,C2,555,580,C1,500,550
591,8787,cm105a3-591,C2,555,580,C1,500,550
592,8799,cm107a5-592,C2,555,580,C1,500,550
593,8811,cm114a4-593,C2,555,580,C1,500,550
594,8823,cm115a4-594,C2,555,580,C1,500,550
595,8835,cm116a4-595,C2,555,580,C1,500,550
596,8847,cm117a5-596,C2,555,580,C1,500,550
597,8859,cm118a5-597,C2,555,580,C1,500,550
598,8871,cm129a3-598,C2,555,580,C1,500,550
599,8883,cm130a2-599,C2,555,580,C1,500,550
600,8895,cm133b2-600,C2,555,580,C1,500,550
601,8907,cm134a3-601,C2,555,580,C1,500,550
602,8919,smc9910d3-602,C2,555,580,C1,500,550
603,8931,smc9910e2-603,C2,555,580,C1,500,550
604,8943,smc9910f2-604,C2,555,580,C1,500,550
605,8955,smc9914a3-605,C2,555,580,C1,500,550
606,8967,smc9914c2-606,C2,555,580,C1,500,550
607,8979,smc9915a4-607,C2,555,580,C1,500,550
608,8991,smc9915c4-608,C2,555,580,C1,500,550
609,9003,smc9916a2-609,C2,555,580,C1,500,550
610,9015,smc9916b3-610,C2,555,580,C1,500,550
611,9027,smc9916c2-611,C2,555,580,C1,500,550
612,9039,smc9916e1-612,C2,555,580,C1,500,550
613,9051,smc9916f1-613,C2,555,580,C1,500,550
614,9062,smc9916g1-614,C2,555,580,C1,500,550
615,9074,smc9916h1-615,C2,555,580,C1,500,550
616,9086,smc9916i1-616,C2,555,580,C1,500,550
617,9098,smc9916j1-617,C2,555,580,C1,500,550
618,9110,cm009d3-618,C2,555,580,C1,500,550
619,9124,cm022a3-619,C2,555,580,C1,500,550
620,9138,cm024b2-620,C2,555,580,C1,500,550
621,9154,cm051b3-621,C2,555,580,C1,500,550
622,9168,cm100a3-622,C2,555,580,C1,500,550
623,9182,cm102a2-623,C2,555,580,C1,500,550
624,9196,cm104a2-624,C2,555,580,C1,500,550
625,9210,cm105a5-625,C2,555,580,C1,500,550
626,9225,cm107a3-626,C2,555,580,C1,500,550
627,9239,cm114a2-627,C2,555,580,C1,500,550
628,9253,cm115a3-628,C2,555,580,C1,500,550
629,9267,cm116a5-629,C2,555,580,C1,500,550
630,9281,cm117a4-630,C2,555,580,C1,500,550
631,9296,cm118a3-631,C2,555,580,C1,500,550
632,9310,pp004b1-632,C2,555,580,C1,500,550
633,9324,pp009b4-633,C2,555,580,C1,500,550
634,9338,pp043a4-634,C2,555,580,C1,500,550
635,9352,pp049c2-635,C2,555,580,C1,500,550
636,9366,pp056b3-636,C2,555,580,C1,500,550
637,9380,pp153d1-637,C2,555,580,C1,500,550
638,9394,pp159b4-638,C2,555,580,C1,500,550
639,9408,pp160a2-639,C2,555,580,C1,500,550
640,9422,pp163a3-640,C2,555,580,C1,500,550
641,9436,pp180c1-641,C2,555,580,C1,500,550
642,9450,pp188e1-642,C2,555,580,C1,500,550
643,9464,smc9910f3-643,C2,555,580,C1,500,550
644,9478,smc9916g2-644,C2,555,580,C1,500,550
645,9492,wc019a4-645,C2,555,580,C1,500,550
646,9506,wc043a3-646,C2,555,580,C1,500,550
647,9520,wc061a3-647,C2,555,580,C1,500,550
648,9534,cl079a5-648,C2,555,580,C1,500,550
649,9548,cl083a3-649,C2,555,580,C1,500,550
650,9562,cl101a2-650,C2,555,580,C1,500,550
651,9576,cl115a4-651,C2,555,580,C1,500,550
652,9590,cl117a5-652,C2,555,580,C1,500,550
653,9604,smc0137a2-653,C2,555,580,C1,500,550
654,9618,smc0137b2-654,C2,555,580,C1,500,550
655,9632,smc0137c2-655,C2,555,580,C1,500,550
656,9646,smc0137d4-656,C2,555,580,C1,500,550
657,9660,smc0137e2-657,C2,555,580,C1,500,550
658,9674,smc0137f4-658,C2,555,580,C1,500,550
659,9688,smc0137g5-659,C2,555,580,C1,500,550
660,9702,smc0137h2-660,C2,555,580,C1,500,550
661,9716,smc0137j3-661,C2,555,580,C1,500,550
662,9730,smc0137k3-662,C2,555,580,C1,500,550
663,9744,smc0137l3-663,C2,555,580,C1,500,550
664,9758,smc0137m3-664,C2,555,580,C1,500,550
665,9772,smc0137n1-665,C2,555,580,C1,500,550
666,9788,smc0137o1-666,C2,555,580,C1,500,550
667,9802,smc0137p2-667,C2,555,580,C1,500,550
668,9816,smc0137q1-668,C2,555,580,C1,500,550
669,9830,smc0137q7-669,C2,555,580,C1,500,550
670,9844,smc0137r3-670,C2,555,580,C1,500,550
671,9858,smc0137s4-671,C2,555,580,C1,500,550
672,9872,smc0137t2-672,C2,555,580,C1,500,550
673,9886,smc0137u1-673,C2,555,580,C1,500,550
674,9900,smc0137u3-674,C2,555,580,C1,500,550
675,9914,smc0137v1-675,C2,555,580,C1,500,550
676,9928,smc0137w2-676,C2,555,580,C1,500,550
677,9942,smc0137x1-677,C2,555,580,C1,500,550
678,9956,cl121a3-678,C2,555,580,C1,500,550
679,9970,cl122a2-679,C2,555,580,C1,500,550
680,9984,cl123a4-680,C2,555,580,C1,500,550
681,9998,cl124a2-681,C2,555,580,C1,500,550
682,10012,cl125a5-682,C2,555,580,C1,500,550
683,10026,cl126a2-683,C2,555,580,C1,500,550
684,10040,cl127a3-684,C2,555,580,C1,500,550
685,10054,cl131a3-685,C2,555,580,C1,500,550
686,10068,cl132a2-686,C2,555,580,C1,500,550
687,10082,cl133a4-687,C2,555,580,C1,500,550
688,10096,cl134a3-688,C2,555,580,C1,500,550
689,10110,cl135a4-689,C2,555,580,C1,500,550
690,10124,pp054d3-690,C2,555,580,C1,500,550
691,10138,pp055f2-691,C2,555,580,C1,500,550
692,10152,smc1708a1-692,C2,555,580,C1,500,550
693,10166,smc1708b1-693,C2,555,580,C1,500,550
694,10180,smc1708c2-694,C2,555,580,C1,500,550
695,10194,smc1708d1-695,C2,555,580,C1,500,550
696,10208,smc1708e1-696,C2,555,580,C1,500,550
697,10222,smc1708f1-697,C2,555,580,C1,500,550
698,10237,smc1708g5-698,C2,555,580,C1,500,550
699,10251,smc1708h5-699,C2,555,580,C1,500,550
700,10265,smc1708i2-700,C2,555,580,C1,500,550
701,10279,smc1708j3-701,C2,555,580,C1,500,550
702,10293,smc1708k4-702,C2,555,580,C1,500,550
703,10307,smc1708l1-703,C2,555,580,C1,500,550
704,10321,smc1708m2-704,C2,555,580,C1,500,550
705,10335,smc1708n7-705,C2,555,580,C1,500,550
706,10349,smc1708o3-706,C2,555,580,C1,500,550
707,10363,smc1708o4-707,C2,555,580,C1,500,550
708,10377,cm009d4-708,C2,555,580,C1,500,550
709,10391,cm022a2-709,C2,555,580,C1,500,550
710,10405,cm024b3-710,C2,555,580,C1,500,550
711,10419,cm100a2-711,C2,555,580,C1,500,550
712,10433,cm102a1-712,C2,555,580,C1,500,550
713,10447,cm104a3-713,C2,555,580,C1,500,550
714,10461,cm105a4-714,C2,555,580,C1,500,550
715,10475,cm107a2-715,C2,555,580,C1,500,550
716,10489,cm114a5-716,C2,555,580,C1,500,550
717,10503,cm115b3-717,C2,555,580,C1,500,550
718,10517,cm116a3-718,C2,555,580,C1,500,550
719,10531,cm118a2-719,C2,555,580,C1,500,550
720,10545,cm129a4-720,C2,555,580,C1,500,550
721,10559,cm130a4-721,C2,555,580,C1,500,550
722,10573,cm133a5-722,C2,555,580,C1,500,550
723,10587,smc0137e3-723,C2,555,580,C1,500,550
724,10601,smc0137f5-724,C2,555,580,C1,500,550
725,10615,smc0137g6-725,C2,555,580,C1,500,550
726,10629,smc0137h3-726,C2,555,580,C1,500,550
727,10643,smc0137j4-727,C2,555,580,C1,500,550
728,10657,smc0137k6-728,C2,555,580,C1,500,550
729,10671,smc0137l1-729,C2,555,580,C1,500,550
730,10685,smc0137m2-730,C2,555,580,C1,500,550
731,10699,smc0137n3-731,C2,555,580,C1,500,550
732,10713,smc0137r4-732,C2,555,580,C1,500,550
733,10727,smc0137s3-733,C2,555,580,C1,500,550
734,10741,smc1708i3-734,C2,555,580,C1,500,550
735,10755,smc1708j2-735,C2,555,580,C1,500,550
736,10771,smc1708k3-736,C2,555,580,C1,500,550
737,10787,smc1708l4-737,C2,555,580,C1,500,550
738,10803,cm051b1-738,C2,555,580,C1,500,550
739,10817,cm120b1-739,C2,555,580,C1,500,550
740,10831,cm133b5-740,C2,555,580,C1,500,550
741,10845,cm136a4-741,C2,555,580,C1,500,550
742,10859,m428c1-742,C2,555,580,C1,500,550
743,10873,m428c2-743,C2,555,580,C1,500,550
744,10887,m428c3-744,C2,555,580,C1,500,550
745,10901,smc0137o2-745,C2,555,580,C1,500,550
746,10915,smc0137q4-746,C2,555,580,C1,500,550
747,10929,smc0137t6-747,C2,555,580,C1,500,550
748,10943,smc0137u2-748,C2,555,580,C1,500,550
749,10957,smc0137v6-749,C2,555,580,C1,500,550
750,10971,smc1708b3-750,C2,555,580,C1,500,550
751,10985,smc1708c5-751,C2,555,580,C1,500,550
752,10999,smc1708j1-752,C2,555,580,C1,500,550
753,11013,smc1708k1-753,C2,555,580,C1,500,550
754,11027,smc1708o2-754,C2,555,580,C1,500,550
755,11041,smc9910d2-755,C2,555,580,C1,500,550
756,11055,smc9910e1-756,C2,555,580,C1,500,550
757,11069,smc9910g6-757,C2,555,580,C1,500,550
758,11083,smc9914c1-758,C2,555,580,C1,500,550
759,11097,smc9915a1-759,C2,555,580,C1,500,550
760,11111,smc9915c1-760,C2,555,580,C1,500,550
761,11125,smc9916a5-761,C2,555,580,C1,500,550
762,11139,smc9916b1-762,C2,555,580,C1,500,550
763,11153,smc9916d5-763,C2,555,580,C1,500,550
764,11167,smc9916e5-764,C2,555,580,C1,500,550
765,11181,smc9916f5-765,C2,555,580,C1,500,550
766,11195,smc9916i5-766,C2,555,580,C1,500,550
767,11209,smc9916j4-767,C2,555,580,C1,500,550
